Key,Path,AssetBundle,LevelKey,EnemyId,SummonedEnemy,Intensive,CellarSprite,Hp,Speed,SpeedRate,Critical,IsBoss,ExtraAssetBundle,BossBgm,BossRoom,BossWeapon,SubspeciesBoss,DoubleBosses,DropOffsetX,DropOffsetY,Drops,DropGroups
e_stone_chariot,Level/4/A/Enemy/e_stone_chariot/e_stone_chariot.prefab,level/4/a,4A,e_stone_chariot,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_3_16"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_3.png""}",100,7,0,0,False,,,,,,"{}",0,0,"[{""item"":{""item"":""material_iron""},""probability"":5.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_gear""},""probability"":8.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_stone_dog,Level/4/A/Enemy/e_stone_dog/e_stone_dog.prefab,level/4/a,4A,e_stone_dog,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_3_14"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_3.png""}",24,6,0,0,False,,,,,,"{}",0,0,"[{""item"":{""item"":""material_battery""},""probability"":3.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_stone_eagle,Level/4/A/Enemy/e_stone_eagle/e_stone_eagle.prefab,level/4/a,4A,e_stone_eagle,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_3_11"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_3.png""}",16,8,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_stone_horse,Level/4/A/Enemy/e_stone_horse/e_stone_horse.prefab,level/4/a,4A,e_stone_horse,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_3_15"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_3.png""}",64,9,0,0,False,,,,,,"{}",0,0,"[{""item"":{""item"":""plant_lotus_seed""},""probability"":3.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_battery""},""probability"":3.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_stone_man,Level/4/A/Enemy/e_stone_man/e_stone_man.prefab,level/4/a,4A,e_stone_man,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_3_13"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_3.png""}",16,6,0,0,False,,,,,,"{}",0,0,"[{""item"":{""item"":""material_cell""},""probability"":6.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_stone_ox,Level/4/A/Enemy/e_stone_ox/e_stone_ox.prefab,level/4/a,4A,e_stone_ox,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_3_12"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_3.png""}",150,6,0,0,False,,,,,,"{}",0,0,"[{""item"":{""item"":""material_iron""},""probability"":5.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_gear""},""probability"":5.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""plant_lotus_seed""},""probability"":3.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
enemy_hit_trigger,Level/4/A/Boss/boss_stone_dragon/dragon/enemy_hit_trigger.prefab,boss/boss_stone_dragon,4A,,False,False,"{}",99999,0,0,0,False,,,,,,"{}",0,0,"[]","[]"
ex_origin_stone,Level/4/A/Enemy/e_origin_stone/ex_origin_stone.prefab,level/4/a,4A,ex_origin_stone,False,True,"{}",16,0,0.5,0,False,,,,,,"{}",0,0,"[]","[]"
ex_stone_chariot,Level/4/A/Enemy/e_stone_chariot/ex_stone_chariot.prefab,level/4/a,4A,ex_stone_chariot,False,True,"{}",125,8,0.5,0,False,,,,,,"{}",0,0,"[{""item"":{""item"":""material_iron""},""probability"":5.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_gear""},""probability"":8.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_stone_dog,Level/4/A/Enemy/e_stone_dog/ex_stone_dog.prefab,level/4/a,4A,ex_stone_dog,False,True,"{}",48,6,0.5,0,False,,,,,,"{}",0,0,"[{""item"":{""item"":""material_battery""},""probability"":3.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_stone_eagle,Level/4/A/Enemy/e_stone_eagle/ex_stone_eagle.prefab,level/4/a,4A,ex_stone_eagle,False,True,"{}",32,8,0.5,0,False,,,,,,"{}",0,0,"[]","[]"
ex_stone_horse,Level/4/A/Enemy/e_stone_horse/ex_stone_horse.prefab,level/4/a,4A,ex_stone_horse,False,True,"{}",96,9,0.5,0,False,,,,,,"{}",0,0,"[{""item"":{""item"":""plant_lotus_seed""},""probability"":3.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_battery""},""probability"":3.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_stone_man,Level/4/A/Enemy/e_stone_man/ex_stone_man.prefab,level/4/a,4A,ex_stone_man,False,True,"{}",32,6,0.5,0,False,,,,,,"{}",0,0,"[{""item"":{""item"":""material_cell""},""probability"":6.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_stone_ox,Level/4/A/Enemy/e_stone_ox/ex_stone_ox.prefab,level/4/a,4A,ex_stone_ox,False,True,"{}",175,7,0.5,0,False,,,,,,"{}",0,0,"[{""item"":{""item"":""material_iron""},""probability"":5.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_gear""},""probability"":5.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""plant_lotus_seed""},""probability"":3.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
boss_dongzhuo,Level/4/B/Boss/boss_dongzhuo/boss_dongzhuo.prefab,boss/boss_dongzhuo,4B,boss_dongzhuo,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""boss_dongzhuo"",""tex"":""Assets/RGTexture/enemy/cellar/boss_dongzhuo.png""}",2000,6,0.5,0,True,,RGSound/bgm/bgm_4B_AncientBattlefield_boss_dongzhuo.mp3,Level/4/B/Boss/boss_dongzhuo/r4_boss4.prefab,weapon_384,,"{""boss_lijue"":10,""boss_huaxiong"":10}",0,0,"[{""item"":{""item"":""material_cell""},""probability"":150.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_wood""},""probability"":175.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[{""probability"":100.0,""randomOrder"":false,""Drops"":[{""item"":{""item"":""material_magic_black""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_blue""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_cyan""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_green""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_orange""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_purple""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_red""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]},{""probability"":50.0,""randomOrder"":false,""Drops"":[{""item"":{""item"":""material_magic_black""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_blue""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_cyan""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_green""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_orange""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_purple""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_red""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]}]"
boss_dongzhuo_barrel,Level/4/B/Boss/boss_dongzhuo/prefab/boss_dongzhuo_barrel.prefab,boss/boss_dongzhuo,4B,boss_dongzhuo_barrel,True,False,"{}",20,0,0,0,False,,,,,,"{}",0,0,"[]","[]"
boss_dongzhuo_girl_0,Level/4/B/Boss/boss_dongzhuo/prefab/boss_dongzhuo_girl_0.prefab,boss/boss_dongzhuo,4B,boss_dongzhuo_girl_0,True,False,"{}",20,0,0,0,False,,,,,,"{}",0,0,"[]","[]"
boss_dongzhuo_girl_1,Level/4/B/Boss/boss_dongzhuo/prefab/boss_dongzhuo_girl_1.prefab,boss/boss_dongzhuo,4B,boss_dongzhuo_girl_1,True,False,"{}",20,0,0,0,False,,,,,,"{}",0,0,"[]","[]"
boss_dongzhuo_shield_guard,Level/4/B/Boss/boss_dongzhuo/prefab/boss_dongzhuo_shield_guard.prefab,boss/boss_dongzhuo,4B,boss_dongzhuo_shield_guard,True,False,"{}",20,0,0,0,False,,,,,,"{}",0,0,"[]","[]"
boss_huaxiong,Level/4/B/Boss/boss_huaxiong/boss_huaxiong.prefab,boss/boss_huaxiong,4B,boss_huaxiong,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""boss_huaxiong"",""tex"":""Assets/RGTexture/enemy/cellar/boss_huaxiong.png""}",1000,6,0.5,0,True,,RGSound/bgm/bgm_4B_AncientBattlefield_boss_b18.mp3,Level/4/B/Boss/boss_huaxiong/r4_boss4_lower.prefab,,,"{""boss_lijue"":10}",0,0,"[]","[{""probability"":100.0,""randomOrder"":false,""Drops"":[{""item"":{""item"":""material_magic_black""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_blue""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_cyan""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_green""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_orange""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_purple""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_red""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]},{""probability"":100.0,""randomOrder"":false,""Drops"":[{""item"":{""item"":""material_magic_black""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_blue""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_cyan""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_green""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_orange""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_purple""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_red""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]},{""probability"":50.0,""randomOrder"":false,""Drops"":[{""item"":{""item"":""material_magic_black""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_blue""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_cyan""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_green""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_orange""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_purple""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_red""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]}]"
boss_lijue,Level/4/B/Boss/boss_lijue/boss_lijue.prefab,boss/boss_lijue,4B,boss_lijue,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""boss_lijue"",""tex"":""Assets/RGTexture/enemy/cellar/boss_lijue.png""}",1000,5,0,0,True,,RGSound/bgm/bgm_4B_AncientBattlefield_boss_b18.mp3,Level/4/B/Boss/boss_lijue/r4_boss5_lower.prefab,,,"{""boss_huaxiong"":10}",0,0,"[]","[{""probability"":100.0,""randomOrder"":false,""Drops"":[{""item"":{""item"":""material_magic_black""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_blue""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_cyan""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_green""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_orange""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_purple""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_red""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]},{""probability"":100.0,""randomOrder"":false,""Drops"":[{""item"":{""item"":""material_magic_black""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_blue""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_cyan""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_green""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_orange""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_purple""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_red""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]},{""probability"":50.0,""randomOrder"":false,""Drops"":[{""item"":{""item"":""material_magic_black""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_blue""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_cyan""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_green""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_orange""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_purple""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_red""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]}]"
boss_lvbu,Level/4/B/Boss/boss_lvbu/boss_lvbu.prefab,boss/boss_lvbu,4B,boss_lvbu,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""boss_lvbu"",""tex"":""Assets/RGTexture/enemy/cellar/boss_lvbu.png""}",2000,6,0.5,0,True,,RGSound/bgm/bgm_4B_AncientBattlefield_boss_lvbu.mp3,Level/4/B/Boss/boss_lvbu/r4_boss5.prefab,,,"{""boss_lijue"":10,""boss_huaxiong"":10}",0,0,"[{""item"":{""item"":""material_battery""},""probability"":150.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_gear""},""probability"":175.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""blueprint_weapon_385""},""probability"":20.0,""guaranteeDrop"":true,""guaranteeDropCount"":5,""conditions"":[]}]","[{""probability"":100.0,""randomOrder"":false,""Drops"":[{""item"":{""item"":""material_magic_black""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_blue""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_cyan""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_green""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_orange""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_purple""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_red""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]},{""probability"":50.0,""randomOrder"":false,""Drops"":[{""item"":{""item"":""material_magic_black""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_blue""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_cyan""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_green""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_orange""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_purple""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_red""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]}]"
e_mob0,Level/4/B/Enemy/e_mob0/e_mob0.prefab,level/4/b,4B,e_mob0,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""e_mob0"",""tex"":""Assets/RGTexture/enemy/cellar/e_mob0.png""}",16,6,0.5,0,False,,,,,,"{}",0,0,"[]","[]"
e_mob1,Level/4/B/Enemy/e_mob1/e_mob1.prefab,level/4/b,4B,e_mob1,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""e_mob1"",""tex"":""Assets/RGTexture/enemy/cellar/e_mob1.png""}",16,6,0.5,0,False,,,,,,"{}",0,0,"[]","[]"
e_mob2,Level/4/B/Enemy/e_mob2/e_mob2.prefab,level/4/b,4B,e_mob2,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""e_mob2"",""tex"":""Assets/RGTexture/enemy/cellar/e_mob2.png""}",16,6,0.5,0,False,,,,,,"{}",0,0,"[{""item"":{""item"":""material_cell""},""probability"":5.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_iron""},""probability"":5.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_mob3,Level/4/B/Enemy/e_mob3/e_mob3.prefab,level/4/b,4B,e_mob3,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""e_mob3"",""tex"":""Assets/RGTexture/enemy/cellar/e_mob3.png""}",16,6,0.5,0,False,,,,,,"{}",0,0,"[{""item"":{""item"":""material_wood""},""probability"":6.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_mob4,Level/4/B/Enemy/e_mob4/e_mob4.prefab,level/4/b,4B,e_mob4,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""e_mob4"",""tex"":""Assets/RGTexture/enemy/cellar/e_mob4.png""}",16,6,0.5,0,False,,,,,,"{}",0,0,"[{""item"":{""item"":""material_battery""},""probability"":6.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_mob5,Level/4/B/Enemy/e_mob5/e_mob5.prefab,level/4/b,4B,e_mob5,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""e_mob5"",""tex"":""Assets/RGTexture/enemy/cellar/e_mob5.png""}",16,6,0.5,0,False,,,,,,"{}",0,0,"[{""item"":{""item"":""material_wood""},""probability"":6.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_mob0,Level/4/B/Enemy/e_mob0/ex_mob0.prefab,level/4/b,4B,ex_mob0,False,False,"{}",16,6,0.5,0,False,,,,,,"{}",0,0,"[]","[]"
ex_mob1,Level/4/B/Enemy/e_mob1/ex_mob1.prefab,level/4/b,4B,ex_mob1,False,False,"{}",16,6,0.5,0,False,,,,,,"{}",0,0,"[]","[]"
ex_mob2,Level/4/B/Enemy/e_mob2/ex_mob2.prefab,level/4/b,4B,ex_mob2,False,False,"{}",16,6,0.5,0,False,,,,,,"{}",0,0,"[]","[]"
ex_mob3,Level/4/B/Enemy/e_mob3/ex_mob3.prefab,level/4/b,4B,ex_mob3,False,False,"{}",16,6,0.5,0,False,,,,,,"{}",0,0,"[]","[]"
ex_mob4,Level/4/B/Enemy/e_mob4/ex_mob4.prefab,level/4/b,4B,ex_mob4,False,False,"{}",16,6,0.5,0,False,,,,,,"{}",0,0,"[]","[]"
ex_mob5,Level/4/B/Enemy/e_mob5/ex_mob5.prefab,level/4/b,4B,ex_mob5,False,False,"{}",16,6,0.5,0,False,,,,,,"{}",0,0,"[]","[]"
boss_abyssal_submariner,Level/4/C/Boss/boss_abyssal_submariner/boss_abyssal_submariner.prefab,boss/boss_abyssal_submariner,4C,boss_abyssal_submariner,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_3_19"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_3.png""}",2300,5,0,0,True,,RGSound/bgm/bgm_4c_Seabed_boss_abyssalSubmariner.mp3,Level/4/C/Boss/boss_abyssal_submariner/r4_boss_abyssal_submariner.prefab,weapon_389,,"{""boss_robot_queen"":10,""boss01"":10,""boss01_2"":10,""boss02"":10,""boss20"":10,""boss03"":10,""boss04"":20,""boss15"":0,""boss16"":0,""boss24"":0,""boss27"":0,""boss26"":0,""boss_robot_king"":10}",0,0,"[{""item"":{""item"":""material_iron""},""probability"":150.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_gear""},""probability"":175.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_skin_fragment_c3_s23""},""probability"":50.0,""guaranteeDrop"":true,""guaranteeDropCount"":2,""conditions"":[]}]","[{""probability"":100.0,""randomOrder"":false,""Drops"":[{""item"":{""item"":""material_magic_black""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_blue""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_cyan""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_green""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_orange""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_purple""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_red""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]},{""probability"":50.0,""randomOrder"":false,""Drops"":[{""item"":{""item"":""material_magic_black""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_blue""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_cyan""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_green""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_orange""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_purple""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_red""},""probability"":14.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]}]"
boss_abyssal_submariner_mob0,Level/4/C/Boss/boss_abyssal_submariner/summon/boss_abyssal_submariner_mob0.prefab,boss/boss_abyssal_submariner,4C,e_seabed_mob0,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""e_seabed_mob0"",""tex"":""Assets/RGTexture/enemy/cellar/e_seabed_mob0.png""}",16,6,0.5,0,False,,,,,,"{}",0,0,"[]","[]"
boss_abyssal_submariner_mob1,Level/4/C/Boss/boss_abyssal_submariner/summon/boss_abyssal_submariner_mob1.prefab,boss/boss_abyssal_submariner,4C,e_seabed_mob1,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""e_seabed_mob1"",""tex"":""Assets/RGTexture/enemy/cellar/e_seabed_mob1.png""}",16,6,0.5,0,False,,,,,,"{}",0,0,"[]","[]"
