Key,Type,SubType,DataStr
material_tape_airbender_16,Material,Tape,"{""BGMName"":""bgm_airbender_16"",""RandomList"":[],""CoverPicture"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""tape_airbender_16"",""tex"":""Assets/RGTexture/items/tape_airbender_16.png""},""Name"":""material_tape_airbender_16"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""tape_airbender_16_mini"",""tex"":""Assets/RGTexture/items/tape_airbender_16_mini.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_tape_assassin_27,Material,Tape,"{""BGMName"":""bgm_assassin_27"",""RandomList"":[],""CoverPicture"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""tape_assassin_27"",""tex"":""Assets/RGTexture/items/tape_assassin_27.png""},""Name"":""material_tape_assassin_27"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""tape_assassin_27_mini"",""tex"":""Assets/RGTexture/items/tape_assassin_27_mini.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_tape_heroBall,Material,Tape,"{""BGMName"":""bgm_heroball"",""RandomList"":[],""CoverPicture"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""tape_heroball"",""tex"":""Assets/RGTexture/items/tape_heroball.png""},""Name"":""material_tape_heroBall"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""tape_heroball_mini"",""tex"":""Assets/RGTexture/items/tape_heroball_mini.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_tape_unrivaled_archenemy,Material,Tape,"{""BGMName"":""bgm_unrivaled_archenemy"",""RandomList"":[],""CoverPicture"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""tape_unrivaled_archenemy"",""tex"":""Assets/RGTexture/items/tape_unrivaled_archenemy.png""},""Name"":""material_tape_unrivaled_archenemy"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""tape_unrivaled_archenemy_mini"",""tex"":""Assets/RGTexture/items/tape_unrivaled_archenemy_mini.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_tape_four_seasons,Material,Tape,"{""BGMName"":""bgm_four_seasons"",""RandomList"":[],""CoverPicture"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""tape_four_seasons"",""tex"":""Assets/RGTexture/items/tape_four_seasons.png""},""Name"":""material_tape_four_seasons"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""tape_four_seasons_mini"",""tex"":""Assets/RGTexture/items/tape_four_seasons_mini.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_tape_chess,Material,Tape,"{""BGMName"":""bgm_chess"",""RandomList"":[],""CoverPicture"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""tape_chess"",""tex"":""Assets/RGTexture/items/tape_chess.png""},""Name"":""material_tape_chess"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""tape_chess_mini"",""tex"":""Assets/RGTexture/items/tape_chess_mini.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_tape_boss_void,Material,Tape,"{""BGMName"":""bgm_difficulty_boss_void"",""RandomList"":[],""CoverPicture"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""tape_boss_void"",""tex"":""Assets/RGTexture/items/tape_boss_void.png""},""Name"":""material_tape_boss_void"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""tape_boss_void_mini"",""tex"":""Assets/RGTexture/items/tape_boss_void_mini.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_tape_boss_void_origin,Material,Tape,"{""BGMName"":""bgm_difficulty_boss_void_origin"",""RandomList"":[],""CoverPicture"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""tape_boss_void_origin"",""tex"":""Assets/RGTexture/items/tape_boss_void_origin.png""},""Name"":""material_tape_boss_void_origin"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""tape_boss_void_origin_mini"",""tex"":""Assets/RGTexture/items/tape_boss_void_origin_mini.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_tape_mecha,Material,Tape,"{""BGMName"":""bgm_mecha"",""RandomList"":[],""CoverPicture"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""tape_mecha_big"",""tex"":""Assets/RGTexture/items/tape_mecha_big.png""},""Name"":""material_tape_mecha"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""tape_mecha"",""tex"":""Assets/RGTexture/items/tape_mecha.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_tape_ninja_6,Material,Tape,"{""BGMName"":""bgm_ninja_6"",""RandomList"":[],""CoverPicture"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""material_tape_ninja_6"",""tex"":""Assets/RGTexture/items/material_tape_ninja_6.png""},""Name"":""material_tape_ninja_6"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""material_tape_ninja_6_mini"",""tex"":""Assets/RGTexture/items/material_tape_ninja_6_mini.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_tape_transcendent_5,Material,Tape,"{""BGMName"":""bgm_transcendent_5"",""RandomList"":[],""CoverPicture"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""material_tape_transcendent_5"",""tex"":""Assets/RGTexture/items/material_tape_transcendent_5.png""},""Name"":""material_tape_transcendent_5"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""material_tape_transcendent_5_mini"",""tex"":""Assets/RGTexture/items/material_tape_transcendent_5_mini.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
plant_banboo_seed,Seed,Seed,"{""Name"":""plant_banboo_seed"",""Localization"":"""",""ItemValue"":1000,""ItemLevel"":4,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_6"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapons2_112"",""tex"":""Assets/RGTexture/weapon/weapons2.png""},""IconPosition"":{""x"":0.212,""y"":-0.514,""z"":0.0},""IconScale"":0.3,""IconRotation"":44.9999962}"
plant_binary_tree_seed,Seed,Seed,"{""Name"":""plant_binary_tree_seed"",""Localization"":"""",""ItemValue"":400,""ItemLevel"":2,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_6"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_plants_28"",""tex"":""Assets/RGTexture/items/objects_plants.png""},""IconPosition"":{""x"":0.53,""y"":-0.721,""z"":0.0},""IconScale"":0.3,""IconRotation"":0.0}"
plant_cactus_seed,Seed,Seed,"{""Name"":""plant_cactus_seed"",""Localization"":"""",""ItemValue"":3000,""ItemLevel"":4,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_6"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_plants_4"",""tex"":""Assets/RGTexture/items/objects_plants.png""},""IconPosition"":{""x"":0.53,""y"":-0.721,""z"":0.0},""IconScale"":0.45,""IconRotation"":0.0}"
plant_carrot_seed,Seed,Seed,"{""Name"":""plant_carrot_seed"",""Localization"":"""",""ItemValue"":50,""ItemLevel"":1,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_6"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapons2_101"",""tex"":""Assets/RGTexture/weapon/weapons2.png""},""IconPosition"":{""x"":0.47,""y"":-0.298,""z"":0.0},""IconScale"":0.5,""IconRotation"":225.0}"
plant_clivia_seed,Seed,Seed,"{""Name"":""plant_clivia_seed"",""Localization"":"""",""ItemValue"":1000,""ItemLevel"":4,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""legendary_plants_13"",""tex"":""Assets/RGTexture/items/legendary_plants.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""legendary_plants_14"",""tex"":""Assets/RGTexture/items/legendary_plants.png""},""IconPosition"":{""x"":0.53,""y"":-0.721,""z"":0.0},""IconScale"":0.3,""IconRotation"":0.0}"
plant_datura_seed,Seed,Seed,"{""Name"":""plant_datura_seed"",""Localization"":"""",""ItemValue"":10000,""ItemLevel"":5,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_6"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_plants_2"",""tex"":""Assets/RGTexture/items/objects_plants.png""},""IconPosition"":{""x"":0.45,""y"":-0.45,""z"":0.0},""IconScale"":0.3,""IconRotation"":0.0}"
plant_defend_flower_seed,Seed,Seed,"{""Name"":""plant_defend_flower_seed"",""Localization"":"""",""ItemValue"":999,""ItemLevel"":3,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_6"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_plants_25"",""tex"":""Assets/RGTexture/items/objects_plants.png""},""IconPosition"":{""x"":0.53,""y"":-0.721,""z"":0.0},""IconScale"":0.45,""IconRotation"":0.0}"
plant_dragon_tree_seed,Seed,Seed,"{""Name"":""plant_dragon_tree_seed"",""Localization"":"""",""ItemValue"":10000,""ItemLevel"":5,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_6"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_plants_6"",""tex"":""Assets/RGTexture/items/objects_plants.png""},""IconPosition"":{""x"":0.119,""y"":-0.721,""z"":0.0},""IconScale"":0.25,""IconRotation"":315.0}"
plant_eator_seed,Seed,Seed,"{""Name"":""plant_eator_seed"",""Localization"":"""",""ItemValue"":300,""ItemLevel"":2,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_6"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_plants_3"",""tex"":""Assets/RGTexture/items/objects_plants.png""},""IconPosition"":{""x"":0.521,""y"":-0.653,""z"":0.0},""IconScale"":0.4,""IconRotation"":0.0}"
plant_fantastic_flower_seed,Seed,Seed,"{""Name"":""plant_fantastic_flower_seed"",""Localization"":"""",""ItemValue"":400,""ItemLevel"":3,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_6"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_plants_26"",""tex"":""Assets/RGTexture/items/objects_plants.png""},""IconPosition"":{""x"":0.53,""y"":-0.721,""z"":0.0},""IconScale"":0.45,""IconRotation"":0.0}"
plant_gear_flower_seed,Seed,Seed,"{""Name"":""plant_gear_flower_seed"",""Localization"":"""",""ItemValue"":75,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_6"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_plants_11"",""tex"":""Assets/RGTexture/items/objects_plants.png""},""IconPosition"":{""x"":0.119,""y"":-0.721,""z"":0.0},""IconScale"":0.5,""IconRotation"":315.0}"
plant_gem_flower_seed,Seed,Seed,"{""Name"":""plant_gem_flower_seed"",""Localization"":"""",""ItemValue"":100,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_6"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_plants_10"",""tex"":""Assets/RGTexture/items/objects_plants.png""},""IconPosition"":{""x"":0.119,""y"":-0.721,""z"":0.0},""IconScale"":0.5,""IconRotation"":315.0}"
plant_gem_tree_seed,Seed,Seed,"{""Name"":""plant_gem_tree_seed"",""Localization"":"""",""ItemValue"":3000,""ItemLevel"":4,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_6"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_plants_12"",""tex"":""Assets/RGTexture/items/objects_plants.png""},""IconPosition"":{""x"":0.119,""y"":-0.721,""z"":0.0},""IconScale"":0.25,""IconRotation"":315.0}"
plant_heptacolor_seed,Seed,Seed,"{""Name"":""plant_heptacolor_seed"",""Localization"":"""",""ItemValue"":300,""ItemLevel"":3,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_6"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_plants_9"",""tex"":""Assets/RGTexture/items/objects_plants.png""},""IconPosition"":{""x"":0.237,""y"":-0.721,""z"":0.0},""IconScale"":0.45,""IconRotation"":315.0}"
plant_iron_tree_seed,Seed,Seed,"{""Name"":""plant_iron_tree_seed"",""Localization"":"""",""ItemValue"":75,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_6"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_plants_16"",""tex"":""Assets/RGTexture/items/objects_plants.png""},""IconPosition"":{""x"":0.119,""y"":-0.721,""z"":0.0},""IconScale"":0.3,""IconRotation"":315.0}"
plant_lavender_seed,Seed,Seed,"{""Name"":""plant_lavender_seed"",""Localization"":"""",""ItemValue"":10000,""ItemLevel"":4,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""legendary_plants_2"",""tex"":""Assets/RGTexture/items/legendary_plants.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""legendary_plants_8"",""tex"":""Assets/RGTexture/items/legendary_plants.png""},""IconPosition"":{""x"":0.53,""y"":-0.721,""z"":0.0},""IconScale"":0.3,""IconRotation"":0.0}"
plant_lotus_seed,Seed,Seed,"{""Name"":""plant_lotus_seed"",""Localization"":"""",""ItemValue"":750,""ItemLevel"":3,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_6"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_plants_34"",""tex"":""Assets/RGTexture/items/objects_plants.png""},""IconPosition"":{""x"":0.492,""y"":-0.58,""z"":0.0},""IconScale"":0.4,""IconRotation"":0.0}"
plant_lycoris_seed,Seed,Seed,"{""Name"":""plant_lycoris_seed"",""Localization"":"""",""ItemValue"":400,""ItemLevel"":2,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_6"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_plants_33"",""tex"":""Assets/RGTexture/items/objects_plants.png""},""IconPosition"":{""x"":0.53,""y"":-0.721,""z"":0.0},""IconScale"":0.45,""IconRotation"":0.0}"
plant_magic_flower_seed,Seed,Seed,"{""Name"":""plant_magic_flower_seed"",""Localization"":"""",""ItemValue"":3000,""ItemLevel"":4,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_6"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_plants_15"",""tex"":""Assets/RGTexture/items/objects_plants.png""},""IconPosition"":{""x"":0.237,""y"":-0.721,""z"":0.0},""IconScale"":0.45,""IconRotation"":315.0}"
plant_mandrake_seed,Seed,Seed,"{""Name"":""plant_mandrake_seed"",""Localization"":"""",""ItemValue"":10000,""ItemLevel"":5,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_6"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_plants_8"",""tex"":""Assets/RGTexture/items/objects_plants.png""},""IconPosition"":{""x"":0.371,""y"":-0.661,""z"":0.0},""IconScale"":0.45,""IconRotation"":0.0}"
plant_mirror_plane_flower_seed,Seed,Seed,"{""Name"":""plant_mirror_plane_flower_seed"",""Localization"":"""",""ItemValue"":400,""ItemLevel"":2,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_6"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_plants_24"",""tex"":""Assets/RGTexture/items/objects_plants.png""},""IconPosition"":{""x"":0.53,""y"":-0.721,""z"":0.0},""IconScale"":0.45,""IconRotation"":0.0}"
plant_mushroom_gold_seed,Seed,Seed,"{""Name"":""plant_mushroom_gold_seed"",""Localization"":"""",""ItemValue"":3000,""ItemLevel"":5,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_6"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_plants_32"",""tex"":""Assets/RGTexture/items/objects_plants.png""},""IconPosition"":{""x"":0.492,""y"":-0.58,""z"":0.0},""IconScale"":0.35,""IconRotation"":0.0}"
plant_mushroom_seed,Seed,Seed,"{""Name"":""plant_mushroom_seed"",""Localization"":"""",""ItemValue"":3000,""ItemLevel"":4,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_6"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_plants_21"",""tex"":""Assets/RGTexture/items/objects_plants.png""},""IconPosition"":{""x"":0.492,""y"":-0.58,""z"":0.0},""IconScale"":0.35,""IconRotation"":0.0}"
plant_pumpkin_seed,Seed,Seed,"{""Name"":""plant_pumpkin_seed"",""Localization"":"""",""ItemValue"":3000,""ItemLevel"":4,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_6"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/effect.spriteatlasv2"",""sprite"":""pumpkin_0"",""tex"":""Assets/RGTexture/effect/pumpkin.png""},""IconPosition"":{""x"":0.492,""y"":-0.58,""z"":0.0},""IconScale"":0.35,""IconRotation"":0.0}"
plant_qilixiang_seed,Seed,Seed,"{""Name"":""plant_qilixiang_seed"",""Localization"":"""",""ItemValue"":10000,""ItemLevel"":4,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""legendary_plants_5"",""tex"":""Assets/RGTexture/items/legendary_plants.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""legendary_plants_11"",""tex"":""Assets/RGTexture/items/legendary_plants.png""},""IconPosition"":{""x"":0.53,""y"":-0.721,""z"":0.0},""IconScale"":0.3,""IconRotation"":0.0}"
plant_radar_seed,Seed,Seed,"{""Name"":""plant_radar_seed"",""Localization"":"""",""ItemValue"":400,""ItemLevel"":2,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_6"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_plants_29"",""tex"":""Assets/RGTexture/items/objects_plants.png""},""IconPosition"":{""x"":0.53,""y"":-0.721,""z"":0.0},""IconScale"":0.45,""IconRotation"":0.0}"
plant_rainbow_grass_seed,Seed,Seed,"{""Name"":""plant_rainbow_grass_seed"",""Localization"":"""",""ItemValue"":10000,""ItemLevel"":4,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""legendary_plants_6"",""tex"":""Assets/RGTexture/items/legendary_plants.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""legendary_plants_12"",""tex"":""Assets/RGTexture/items/legendary_plants.png""},""IconPosition"":{""x"":0.53,""y"":-0.721,""z"":0.0},""IconScale"":0.3,""IconRotation"":0.0}"
plant_roselle_seed,Seed,Seed,"{""Name"":""plant_roselle_seed"",""Localization"":"""",""ItemValue"":10000,""ItemLevel"":4,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""legendary_plants_3"",""tex"":""Assets/RGTexture/items/legendary_plants.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""legendary_plants_10"",""tex"":""Assets/RGTexture/items/legendary_plants.png""},""IconPosition"":{""x"":0.567,""y"":-0.574,""z"":0.0},""IconScale"":0.2,""IconRotation"":0.0}"
plant_rosemary_seed,Seed,Seed,"{""Name"":""plant_rosemary_seed"",""Localization"":"""",""ItemValue"":1000,""ItemLevel"":4,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""legendary_plants_1"",""tex"":""Assets/RGTexture/items/legendary_plants.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""legendary_plants_7"",""tex"":""Assets/RGTexture/items/legendary_plants.png""},""IconPosition"":{""x"":0.53,""y"":-0.721,""z"":0.0},""IconScale"":0.3,""IconRotation"":0.0}"
plant_shallot_seed,Seed,Seed,"{""Name"":""plant_shallot_seed"",""Localization"":"""",""ItemValue"":50,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_6"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapons_97"",""tex"":""Assets/RGTexture/weapon/weapons.png""},""IconPosition"":{""x"":0.212,""y"":-0.514,""z"":0.0},""IconScale"":0.3,""IconRotation"":44.9999962}"
plant_silver_poplar_seed,Seed,Seed,"{""Name"":""plant_silver_poplar_seed"",""Localization"":"""",""ItemValue"":10000,""ItemLevel"":4,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""legendary_plants_4"",""tex"":""Assets/RGTexture/items/legendary_plants.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""legendary_plants_9"",""tex"":""Assets/RGTexture/items/legendary_plants.png""},""IconPosition"":{""x"":0.622,""y"":-0.647,""z"":0.0},""IconScale"":0.2,""IconRotation"":0.0}"
plant_strange_flower_seed,Seed,Seed,"{""Name"":""plant_strange_flower_seed"",""Localization"":"""",""ItemValue"":400,""ItemLevel"":1,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_6"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_plants_23"",""tex"":""Assets/RGTexture/items/objects_plants.png""},""IconPosition"":{""x"":0.53,""y"":-0.721,""z"":0.0},""IconScale"":0.45,""IconRotation"":0.0}"
plant_tree_seed,Seed,Seed,"{""Name"":""plant_tree_seed"",""Localization"":"""",""ItemValue"":100,""ItemLevel"":1,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_6"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_plants_17"",""tex"":""Assets/RGTexture/items/objects_plants.png""},""IconPosition"":{""x"":0.119,""y"":-0.721,""z"":0.0},""IconScale"":0.3,""IconRotation"":315.0}"
